fact_id,source,gender,age,grade_letter,raisedhands,visited_resources,announcements_view,discussion,absence_days,stage,topic,gpa,absences,study_time,parental_education,parental_support,tutoring,g1,g2,g3,failures,medu,fedu,math_score,science_score,english_score,avg_score,lunch,test_prep,exam_score,attendance,hours_studied,motivation_level,internet_access,tutoring_sessions,parental_involvement,family_income,previous_scores,sleep_hours
1873,StudentPerf,male,18,D,50,65,39,39,under-7,middleschool,it,0.837946891784668,25,8.96321773529053,2,3,0,11,11,11,0,2,2,66,66,66,66.0,standard,none,67,80,20,medium,yes,1,medium,medium,67,7
1874,StudentPerf,male,16,C,50,65,39,39,under-7,middleschool,it,2.83357620239258,1,5.4882526397705105,1,2,0,11,11,11,0,2,2,66,66,66,66.0,standard,none,67,80,20,medium,yes,1,medium,medium,67,7
1875,StudentPerf,female,15,D,50,65,39,39,under-7,middleschool,it,0.785213589668274,28,7.86340856552124,1,2,1,11,11,11,0,2,2,66,66,66,66.0,standard,none,67,80,20,medium,yes,1,medium,medium,67,7
1876,StudentPerf,female,16,D,50,65,39,39,under-7,middleschool,it,1.88561475276947,13,7.755286693573001,1,3,0,11,11,11,0,2,2,66,66,66,66.0,standard,none,67,80,20,medium,yes,1,medium,medium,67,7
1877,StudentPerf,male,17,C,50,65,39,39,under-7,middleschool,it,2.7012305259704603,8,5.73733758926392,2,1,0,11,11,11,0,2,2,66,66,66,66.0,standard,none,67,80,20,medium,yes,1,medium,medium,67,7
1878,StudentPerf,female,17,D,50,65,39,39,under-7,middleschool,it,1.52191591262817,17,5.37159204483032,1,2,0,11,11,11,0,2,2,66,66,66,66.0,standard,none,67,80,20,medium,yes,1,medium,medium,67,7
1879,StudentPerf,male,18,D,50,65,39,39,under-7,middleschool,it,1.87972593307495,18,17.221258163452102,1,2,0,11,11,11,0,2,2,66,66,66,66.0,standard,none,67,80,20,medium,yes,1,medium,medium,67,7
1880,StudentPerf,male,15,C,50,65,39,39,under-7,middleschool,it,2.03734803199768,11,1.3972383737564098,4,0,0,11,11,11,0,2,2,66,66,66,66.0,standard,none,67,80,20,medium,yes,1,medium,medium,67,7
1881,StudentPerf,female,17,C,50,65,39,39,under-7,middleschool,it,2.52067375183105,12,13.552223205566401,0,3,0,11,11,11,0,2,2,66,66,66,66.0,standard,none,67,80,20,medium,yes,1,medium,medium,67,7
1882,StudentPerf,female,17,D,50,65,39,39,under-7,middleschool,it,0.136165902018547,25,3.4564011096954306,3,0,0,11,11,11,0,2,2,66,66,66,66.0,standard,none,67,80,20,medium,yes,1,medium,medium,67,7
1883,StudentPerf,female,15,D,50,65,39,39,under-7,middleschool,it,1.97465527057648,11,6.890117645263669,2,3,0,11,11,11,0,2,2,66,66,66,66.0,standard,none,67,80,20,medium,yes,1,medium,medium,67,7
1884,StudentPerf,male,16,C,50,65,39,39,under-7,middleschool,it,2.19498038291931,11,1.23086071014404,1,2,0,11,11,11,0,2,2,66,66,66,66.0,standard,none,67,80,20,medium,yes,1,medium,medium,67,7
1885,StudentPerf,female,16,D,50,65,39,39,under-7,middleschool,it,1.7179958820343,17,5.39947271347046,1,1,1,11,11,11,0,2,2,66,66,66,66.0,standard,none,67,80,20,medium,yes,1,medium,medium,67,7
1886,StudentPerf,male,18,C,50,65,39,39,under-7,middleschool,it,2.51032876968384,8,15.368421554565401,1,3,0,11,11,11,0,2,2,66,66,66,66.0,standard,none,67,80,20,medium,yes,1,medium,medium,67,7
1887,StudentPerf,female,16,C,50,65,39,39,under-7,middleschool,it,2.43495059013367,16,17.7003059387207,2,2,1,11,11,11,0,2,2,66,66,66,66.0,standard,none,67,80,20,medium,yes,1,medium,medium,67,7
1888,StudentPerf,female,15,D,50,65,39,39,under-7,middleschool,it,1.3550534248352097,20,4.430542945861821,2,2,0,11,11,11,0,2,2,66,66,66,66.0,standard,none,67,80,20,medium,yes,1,medium,medium,67,7
1889,StudentPerf,male,17,D,50,65,39,39,under-7,middleschool,it,1.54525506496429,15,9.27095699310303,2,2,0,11,11,11,0,2,2,66,66,66,66.0,standard,none,67,80,20,medium,yes,1,medium,medium,67,7
1890,StudentPerf,male,16,D,50,65,39,39,under-7,middleschool,it,1.6190304756164597,16,9.40648078918457,3,1,0,11,11,11,0,2,2,66,66,66,66.0,standard,none,67,80,20,medium,yes,1,medium,medium,67,7
1891,StudentPerf,male,18,C,50,65,39,39,under-7,middleschool,it,2.0207417011261,20,17.4715061187744,2,3,1,11,11,11,0,2,2,66,66,66,66.0,standard,none,67,80,20,medium,yes,1,medium,medium,67,7
1892,StudentPerf,male,16,D,50,65,39,39,under-7,middleschool,it,0.9835770130157471,23,15.2559814453125,1,2,0,11,11,11,0,2,2,66,66,66,66.0,standard,none,67,80,20,medium,yes,1,medium,medium,67,7
1893,StudentPerf,male,15,C,50,65,39,39,under-7,middleschool,it,2.06246829032898,7,10.2615442276001,1,1,0,11,11,11,0,2,2,66,66,66,66.0,standard,none,67,80,20,medium,yes,1,medium,medium,67,7
1894,StudentPerf,male,18,C,50,65,39,39,under-7,middleschool,it,2.64419412612915,10,13.4149436950684,3,3,0,11,11,11,0,2,2,66,66,66,66.0,standard,none,67,80,20,medium,yes,1,medium,medium,67,7
1895,StudentPerf,male,16,D,50,65,39,39,under-7,middleschool,it,1.34786379337311,23,16.9471015930176,1,0,0,11,11,11,0,2,2,66,66,66,66.0,standard,none,67,80,20,medium,yes,1,medium,medium,67,7
1896,StudentPerf,male,18,B,50,65,39,39,under-7,middleschool,it,3.05525398254395,1,0.190779075026512,0,1,1,11,11,11,0,2,2,66,66,66,66.0,standard,none,67,80,20,medium,yes,1,medium,medium,67,7
1897,StudentPerf,female,15,C,50,65,39,39,under-7,middleschool,it,2.5136926174163796,7,8.05780029296875,2,2,0,11,11,11,0,2,2,66,66,66,66.0,standard,none,67,80,20,medium,yes,1,medium,medium,67,7
1898,StudentPerf,male,17,C,50,65,39,39,under-7,middleschool,it,2.34037184715271,11,18.144863128662102,2,3,0,11,11,11,0,2,2,66,66,66,66.0,standard,none,67,80,20,medium,yes,1,medium,medium,67,7
1899,StudentPerf,male,15,D,50,65,39,39,under-7,middleschool,it,1.58209323883057,20,14.806261062622099,3,4,0,11,11,11,0,2,2,66,66,66,66.0,standard,none,67,80,20,medium,yes,1,medium,medium,67,7
1900,StudentPerf,female,15,B,50,65,39,39,under-7,middleschool,it,3.56552410125732,0,10.8568277359009,2,3,0,11,11,11,0,2,2,66,66,66,66.0,standard,none,67,80,20,medium,yes,1,medium,medium,67,7
1901,StudentPerf,male,15,D,50,65,39,39,under-7,middleschool,it,1.6014724969863898,22,10.5928907394409,0,2,0,11,11,11,0,2,2,66,66,66,66.0,standard,none,67,80,20,medium,yes,1,medium,medium,67,7
1902,StudentPerf,female,15,C,50,65,39,39,under-7,middleschool,it,2.6372663974762003,12,6.95540189743042,3,3,0,11,11,11,0,2,2,66,66,66,66.0,standard,none,67,80,20,medium,yes,1,medium,medium,67,7
1903,StudentPerf,female,17,D,50,65,39,39,under-7,middleschool,it,0.9052099585533141,21,10.4104108810425,1,2,0,11,11,11,0,2,2,66,66,66,66.0,standard,none,67,80,20,medium,yes,1,medium,medium,67,7
1904,StudentPerf,male,17,D,50,65,39,39,under-7,middleschool,it,1.57675647735596,20,13.107664108276401,1,1,1,11,11,11,0,2,2,66,66,66,66.0,standard,none,67,80,20,medium,yes,1,medium,medium,67,7
1905,StudentPerf,female,18,D,50,65,39,39,under-7,middleschool,it,1.7850518226623502,16,8.367260932922362,2,4,0,11,11,11,0,2,2,66,66,66,66.0,standard,none,67,80,20,medium,yes,1,medium,medium,67,7
1906,StudentPerf,male,16,D,50,65,39,39,under-7,middleschool,it,1.8800650835037198,13,14.2830629348755,0,1,1,11,11,11,0,2,2,66,66,66,66.0,standard,none,67,80,20,medium,yes,1,medium,medium,67,7
1907,StudentPerf,female,17,C,50,65,39,39,under-7,middleschool,it,2.55522298812866,13,17.2246437072754,2,2,0,11,11,11,0,2,2,66,66,66,66.0,standard,none,67,80,20,medium,yes,1,medium,medium,67,7
1908,StudentPerf,female,17,D,50,65,39,39,under-7,middleschool,it,1.57430613040924,15,3.09369707107544,1,3,0,11,11,11,0,2,2,66,66,66,66.0,standard,none,67,80,20,medium,yes,1,medium,medium,67,7
1909,StudentPerf,female,16,D,50,65,39,39,under-7,middleschool,it,1.81384658813477,16,9.03094005584717,2,3,0,11,11,11,0,2,2,66,66,66,66.0,standard,none,67,80,20,medium,yes,1,medium,medium,67,7
1910,StudentPerf,male,17,C,50,65,39,39,under-7,middleschool,it,2.58446836471558,5,8.160402297973631,1,0,1,11,11,11,0,2,2,66,66,66,66.0,standard,none,67,80,20,medium,yes,1,medium,medium,67,7
1911,StudentPerf,male,15,D,50,65,39,39,under-7,middleschool,it,0.529798626899719,25,13.7492961883545,2,0,0,11,11,11,0,2,2,66,66,66,66.0,standard,none,67,80,20,medium,yes,1,medium,medium,67,7
1912,StudentPerf,female,15,D,50,65,39,39,under-7,middleschool,it,0.7146512866020199,27,4.99734926223755,3,2,0,11,11,11,0,2,2,66,66,66,66.0,standard,none,67,80,20,medium,yes,1,medium,medium,67,7
1913,StudentPerf,female,16,C,50,65,39,39,under-7,middleschool,it,2.73747420310974,6,12.8050184249878,1,2,0,11,11,11,0,2,2,66,66,66,66.0,standard,none,67,80,20,medium,yes,1,medium,medium,67,7
1914,StudentPerf,male,18,D,50,65,39,39,under-7,middleschool,it,1.2705295085906998,25,17.549785614013697,1,2,1,11,11,11,0,2,2,66,66,66,66.0,standard,none,67,80,20,medium,yes,1,medium,medium,67,7
1915,StudentPerf,male,18,D,50,65,39,39,under-7,middleschool,it,0.750888049602509,25,8.36263179779053,1,2,0,11,11,11,0,2,2,66,66,66,66.0,standard,none,67,80,20,medium,yes,1,medium,medium,67,7
1916,StudentPerf,female,16,A,50,65,39,39,under-7,middleschool,it,3.7526392936706503,0,18.2203140258789,1,4,0,11,11,11,0,2,2,66,66,66,66.0,standard,none,67,80,20,medium,yes,1,medium,medium,67,7
1917,StudentPerf,female,16,D,50,65,39,39,under-7,middleschool,it,1.16225779056549,24,19.8632755279541,2,1,0,11,11,11,0,2,2,66,66,66,66.0,standard,none,67,80,20,medium,yes,1,medium,medium,67,7
1918,StudentPerf,male,15,D,50,65,39,39,under-7,middleschool,it,1.87146592140198,14,2.1218409538269,2,2,1,11,11,11,0,2,2,66,66,66,66.0,standard,none,67,80,20,medium,yes,1,medium,medium,67,7
1919,StudentPerf,male,18,D,50,65,39,39,under-7,middleschool,it,1.07493734359741,19,4.66106367111206,1,2,1,11,11,11,0,2,2,66,66,66,66.0,standard,none,67,80,20,medium,yes,1,medium,medium,67,7
1920,StudentPerf,male,17,D,50,65,39,39,under-7,middleschool,it,1.3127723932266202,20,19.0075950622559,1,1,0,11,11,11,0,2,2,66,66,66,66.0,standard,none,67,80,20,medium,yes,1,medium,medium,67,7
1921,StudentPerf,male,15,D,50,65,39,39,under-7,middleschool,it,1.7028816938400302,17,19.1665534973145,1,1,0,11,11,11,0,2,2,66,66,66,66.0,standard,none,67,80,20,medium,yes,1,medium,medium,67,7
1922,StudentPerf,male,16,D,50,65,39,39,under-7,middleschool,it,0.5403751730918879,29,1.95414555072784,2,4,1,11,11,11,0,2,2,66,66,66,66.0,standard,none,67,80,20,medium,yes,1,medium,medium,67,7
1923,StudentPerf,female,18,D,50,65,39,39,under-7,middleschool,it,0.34182238578796403,27,0.29997000098228493,1,3,1,11,11,11,0,2,2,66,66,66,66.0,standard,none,67,80,20,medium,yes,1,medium,medium,67,7
1924,StudentPerf,male,17,D,50,65,39,39,under-7,middleschool,it,0.269720852375031,25,3.2220003604888903,4,1,0,11,11,11,0,2,2,66,66,66,66.0,standard,none,67,80,20,medium,yes,1,medium,medium,67,7
1925,StudentPerf,female,17,C,50,65,39,39,under-7,middleschool,it,2.50416779518127,12,19.9202556610107,2,3,1,11,11,11,0,2,2,66,66,66,66.0,standard,none,67,80,20,medium,yes,1,medium,medium,67,7
1926,StudentPerf,male,15,D,50,65,39,39,under-7,middleschool,it,0.530358195304871,23,3.59999227523804,1,1,0,11,11,11,0,2,2,66,66,66,66.0,standard,none,67,80,20,medium,yes,1,medium,medium,67,7
1927,StudentPerf,female,18,D,50,65,39,39,under-7,middleschool,it,0.82010555267334,29,10.0509519577026,2,3,0,11,11,11,0,2,2,66,66,66,66.0,standard,none,67,80,20,medium,yes,1,medium,medium,67,7
1928,StudentPerf,male,18,B,50,65,39,39,under-7,middleschool,it,3.40848970413208,1,16.968355178833,3,0,1,11,11,11,0,2,2,66,66,66,66.0,standard,none,67,80,20,medium,yes,1,medium,medium,67,7
1929,StudentPerf,male,16,D,50,65,39,39,under-7,middleschool,it,1.35032975673676,18,0.40803220868110707,2,3,0,11,11,11,0,2,2,66,66,66,66.0,standard,none,67,80,20,medium,yes,1,medium,medium,67,7
1930,StudentPerf,female,18,C,50,65,39,39,under-7,middleschool,it,2.02973651885986,14,12.0897798538208,1,0,1,11,11,11,0,2,2,66,66,66,66.0,standard,none,67,80,20,medium,yes,1,medium,medium,67,7
1931,StudentPerf,female,18,D,50,65,39,39,under-7,middleschool,it,1.77453112602234,11,5.54050874710083,1,2,0,11,11,11,0,2,2,66,66,66,66.0,standard,none,67,80,20,medium,yes,1,medium,medium,67,7
1932,StudentPerf,male,15,D,50,65,39,39,under-7,middleschool,it,1.99190998077393,14,17.246698379516598,3,3,0,11,11,11,0,2,2,66,66,66,66.0,standard,none,67,80,20,medium,yes,1,medium,medium,67,7
1933,StudentPerf,male,18,D,50,65,39,39,under-7,middleschool,it,0.754035711288452,24,5.669222831726071,2,1,1,11,11,11,0,2,2,66,66,66,66.0,standard,none,67,80,20,medium,yes,1,medium,medium,67,7
1934,StudentPerf,male,17,D,50,65,39,39,under-7,middleschool,it,1.4913821220397903,17,13.735114097595199,2,2,0,11,11,11,0,2,2,66,66,66,66.0,standard,none,67,80,20,medium,yes,1,medium,medium,67,7
1935,StudentPerf,male,15,C,50,65,39,39,under-7,middleschool,it,2.15739178657532,13,13.484393119812,3,0,0,11,11,11,0,2,2,66,66,66,66.0,standard,none,67,80,20,medium,yes,1,medium,medium,67,7
1936,StudentPerf,male,15,B,50,65,39,39,under-7,middleschool,it,3.1073484420776403,5,4.42987108230591,3,3,1,11,11,11,0,2,2,66,66,66,66.0,standard,none,67,80,20,medium,yes,1,medium,medium,67,7
1937,StudentPerf,female,16,D,50,65,39,39,under-7,middleschool,it,1.9995719194412198,11,0.69598400592804,3,2,0,11,11,11,0,2,2,66,66,66,66.0,standard,none,67,80,20,medium,yes,1,medium,medium,67,7
1938,StudentPerf,female,18,D,50,65,39,39,under-7,middleschool,it,1.3633409738540603,19,8.18499183654785,0,2,0,11,11,11,0,2,2,66,66,66,66.0,standard,none,67,80,20,medium,yes,1,medium,medium,67,7
1939,StudentPerf,male,16,D,50,65,39,39,under-7,middleschool,it,1.30686807632446,22,5.7838630676269505,2,4,1,11,11,11,0,2,2,66,66,66,66.0,standard,none,67,80,20,medium,yes,1,medium,medium,67,7
1940,StudentPerf,female,17,D,50,65,39,39,under-7,middleschool,it,0.588555634021759,29,16.1795558929443,2,2,0,11,11,11,0,2,2,66,66,66,66.0,standard,none,67,80,20,medium,yes,1,medium,medium,67,7
1941,StudentPerf,female,15,D,50,65,39,39,under-7,middleschool,it,0.681956112384796,29,16.0072841644287,2,0,1,11,11,11,0,2,2,66,66,66,66.0,standard,none,67,80,20,medium,yes,1,medium,medium,67,7
1942,StudentPerf,female,15,C,50,65,39,39,under-7,middleschool,it,2.8185818195343,5,9.14047908782959,2,3,1,11,11,11,0,2,2,66,66,66,66.0,standard,none,67,80,20,medium,yes,1,medium,medium,67,7
1943,StudentPerf,male,15,D,50,65,39,39,under-7,middleschool,it,0.7446928620338441,25,12.130244255065902,1,3,0,11,11,11,0,2,2,66,66,66,66.0,standard,none,67,80,20,medium,yes,1,medium,medium,67,7
1944,StudentPerf,female,17,D,50,65,39,39,under-7,middleschool,it,0.725192964076996,29,12.085190773010302,2,4,0,11,11,11,0,2,2,66,66,66,66.0,standard,none,67,80,20,medium,yes,1,medium,medium,67,7
1945,StudentPerf,male,17,C,50,65,39,39,under-7,middleschool,it,2.9268205165862997,8,16.5431632995605,2,1,1,11,11,11,0,2,2,66,66,66,66.0,standard,none,67,80,20,medium,yes,1,medium,medium,67,7
1946,StudentPerf,female,16,D,50,65,39,39,under-7,middleschool,it,0.552257597446442,29,8.500048637390138,0,2,0,11,11,11,0,2,2,66,66,66,66.0,standard,none,67,80,20,medium,yes,1,medium,medium,67,7
1947,StudentPerf,male,16,D,50,65,39,39,under-7,middleschool,it,1.29872906208038,24,5.50893354415894,2,3,0,11,11,11,0,2,2,66,66,66,66.0,standard,none,67,80,20,medium,yes,1,medium,medium,67,7
1948,StudentPerf,female,16,D,50,65,39,39,under-7,middleschool,it,1.18673777580261,25,5.30069828033447,1,3,0,11,11,11,0,2,2,66,66,66,66.0,standard,none,67,80,20,medium,yes,1,medium,medium,67,7
1949,StudentPerf,male,18,B,50,65,39,39,under-7,middleschool,it,3.3327887058258097,3,10.7238454818726,1,3,0,11,11,11,0,2,2,66,66,66,66.0,standard,none,67,80,20,medium,yes,1,medium,medium,67,7
1950,StudentPerf,male,15,D,50,65,39,39,under-7,middleschool,it,1.4890670776367199,16,8.982964515686039,0,1,0,11,11,11,0,2,2,66,66,66,66.0,standard,none,67,80,20,medium,yes,1,medium,medium,67,7
1951,StudentPerf,female,15,B,50,65,39,39,under-7,middleschool,it,3.30737805366516,1,8.80241584777832,2,1,1,11,11,11,0,2,2,66,66,66,66.0,standard,none,67,80,20,medium,yes,1,medium,medium,67,7
1952,StudentPerf,male,16,D,50,65,39,39,under-7,middleschool,it,1.61094069480896,15,1.8227467536926298,2,1,1,11,11,11,0,2,2,66,66,66,66.0,standard,none,67,80,20,medium,yes,1,medium,medium,67,7
1953,StudentPerf,male,15,C,50,65,39,39,under-7,middleschool,it,2.05737853050232,23,14.372075080871598,2,4,0,11,11,11,0,2,2,66,66,66,66.0,standard,none,67,80,20,medium,yes,1,medium,medium,67,7
1954,StudentPerf,male,16,D,50,65,39,39,under-7,middleschool,it,1.67371141910553,13,4.2747335433960005,2,1,0,11,11,11,0,2,2,66,66,66,66.0,standard,none,67,80,20,medium,yes,1,medium,medium,67,7
1955,StudentPerf,male,18,D,50,65,39,39,under-7,middleschool,it,0.490630060434341,25,3.93907260894775,3,2,0,11,11,11,0,2,2,66,66,66,66.0,standard,none,67,80,20,medium,yes,1,medium,medium,67,7
1956,StudentPerf,male,18,C,50,65,39,39,under-7,middleschool,it,2.23165702819824,7,8.25516605377197,1,2,0,11,11,11,0,2,2,66,66,66,66.0,standard,none,67,80,20,medium,yes,1,medium,medium,67,7
1957,StudentPerf,male,17,C,50,65,39,39,under-7,middleschool,it,2.25945115089417,13,4.555566787719731,1,2,1,11,11,11,0,2,2,66,66,66,66.0,standard,none,67,80,20,medium,yes,1,medium,medium,67,7
1958,StudentPerf,male,18,B,50,65,39,39,under-7,middleschool,it,3.4544625282287598,1,11.6771650314331,3,2,1,11,11,11,0,2,2,66,66,66,66.0,standard,none,67,80,20,medium,yes,1,medium,medium,67,7
1959,StudentPerf,male,16,C,50,65,39,39,under-7,middleschool,it,2.15861010551453,15,7.42926692962646,1,3,1,11,11,11,0,2,2,66,66,66,66.0,standard,none,67,80,20,medium,yes,1,medium,medium,67,7
1960,StudentPerf,female,18,C,50,65,39,39,under-7,middleschool,it,2.74790835380554,3,8.97823429107666,4,2,0,11,11,11,0,2,2,66,66,66,66.0,standard,none,67,80,20,medium,yes,1,medium,medium,67,7
1961,StudentPerf,female,17,B,50,65,39,39,under-7,middleschool,it,3.32390284538269,0,10.7433862686157,3,1,0,11,11,11,0,2,2,66,66,66,66.0,standard,none,67,80,20,medium,yes,1,medium,medium,67,7
1962,StudentPerf,male,15,D,50,65,39,39,under-7,middleschool,it,0.909763514995575,22,4.0707106590271005,2,2,0,11,11,11,0,2,2,66,66,66,66.0,standard,none,67,80,20,medium,yes,1,medium,medium,67,7
1963,StudentPerf,male,16,D,50,65,39,39,under-7,middleschool,it,1.16789579391479,19,3.1150324344634996,4,3,0,11,11,11,0,2,2,66,66,66,66.0,standard,none,67,80,20,medium,yes,1,medium,medium,67,7
1964,StudentPerf,female,15,D,50,65,39,39,under-7,middleschool,it,1.2204179763793899,26,17.6084384918213,0,4,0,11,11,11,0,2,2,66,66,66,66.0,standard,none,67,80,20,medium,yes,1,medium,medium,67,7
1965,StudentPerf,female,17,C,50,65,39,39,under-7,middleschool,it,2.33452558517456,13,8.674473762512209,1,3,1,11,11,11,0,2,2,66,66,66,66.0,standard,none,67,80,20,medium,yes,1,medium,medium,67,7
1966,StudentPerf,female,17,C,50,65,39,39,under-7,middleschool,it,2.8447322845458998,7,8.24187183380127,2,3,1,11,11,11,0,2,2,66,66,66,66.0,standard,none,67,80,20,medium,yes,1,medium,medium,67,7
1967,StudentPerf,male,17,D,50,65,39,39,under-7,middleschool,it,0.9722477197647091,24,0.712243020534515,1,2,1,11,11,11,0,2,2,66,66,66,66.0,standard,none,67,80,20,medium,yes,1,medium,medium,67,7
1968,StudentPerf,female,15,D,50,65,39,39,under-7,middleschool,it,0.856397032737732,27,9.95952606201172,3,3,1,11,11,11,0,2,2,66,66,66,66.0,standard,none,67,80,20,medium,yes,1,medium,medium,67,7
1969,StudentPerf,male,15,D,50,65,39,39,under-7,middleschool,it,0.9526750445365909,24,11.083394050598098,0,4,0,11,11,11,0,2,2,66,66,66,66.0,standard,none,67,80,20,medium,yes,1,medium,medium,67,7
1970,StudentPerf,male,15,B,50,65,39,39,under-7,middleschool,it,3.23530268669128,2,11.1768178939819,2,2,0,11,11,11,0,2,2,66,66,66,66.0,standard,none,67,80,20,medium,yes,1,medium,medium,67,7
1971,StudentPerf,female,15,C,50,65,39,39,under-7,middleschool,it,2.5334324836731,4,14.140623092651401,2,0,0,11,11,11,0,2,2,66,66,66,66.0,standard,none,67,80,20,medium,yes,1,medium,medium,67,7
1972,StudentPerf,male,17,C,50,65,39,39,under-7,middleschool,it,2.77238845825195,5,3.54963660240173,2,4,0,11,11,11,0,2,2,66,66,66,66.0,standard,none,67,80,20,medium,yes,1,medium,medium,67,7
1973,StudentPerf,male,17,D,50,65,39,39,under-7,middleschool,it,0.946767926216125,21,5.04446268081665,1,3,0,11,11,11,0,2,2,66,66,66,66.0,standard,none,67,80,20,medium,yes,1,medium,medium,67,7
1974,StudentPerf,male,16,D,50,65,39,39,under-7,middleschool,it,1.31546437740326,25,16.2146091461182,1,2,1,11,11,11,0,2,2,66,66,66,66.0,standard,none,67,80,20,medium,yes,1,medium,medium,67,7
1975,StudentPerf,male,16,B,50,65,39,39,under-7,middleschool,it,3.31820797920227,7,18.9434127807617,3,4,0,11,11,11,0,2,2,66,66,66,66.0,standard,none,67,80,20,medium,yes,1,medium,medium,67,7
1976,StudentPerf,female,15,C,50,65,39,39,under-7,middleschool,it,2.33110880851746,5,2.71865487098694,1,2,0,11,11,11,0,2,2,66,66,66,66.0,standard,none,67,80,20,medium,yes,1,medium,medium,67,7
1977,StudentPerf,female,18,C,50,65,39,39,under-7,middleschool,it,2.90597319602966,5,9.9529914855957,3,2,0,11,11,11,0,2,2,66,66,66,66.0,standard,none,67,80,20,medium,yes,1,medium,medium,67,7
1978,StudentPerf,male,18,B,50,65,39,39,under-7,middleschool,it,3.34457516670227,3,4.28352499008179,2,3,0,11,11,11,0,2,2,66,66,66,66.0,standard,none,67,80,20,medium,yes,1,medium,medium,67,7
1979,StudentPerf,male,17,C,50,65,39,39,under-7,middleschool,it,2.16817903518677,6,1.20146334171295,2,1,0,11,11,11,0,2,2,66,66,66,66.0,standard,none,67,80,20,medium,yes,1,medium,medium,67,7
1980,StudentPerf,female,17,D,50,65,39,39,under-7,middleschool,it,0.21119421720504802,29,6.510066986083981,2,3,0,11,11,11,0,2,2,66,66,66,66.0,standard,none,67,80,20,medium,yes,1,medium,medium,67,7
1981,StudentPerf,male,17,D,50,65,39,39,under-7,middleschool,it,0.0,29,2.87375259399414,1,1,0,11,11,11,0,2,2,66,66,66,66.0,standard,none,67,80,20,medium,yes,1,medium,medium,67,7
1982,StudentPerf,female,16,D,50,65,39,39,under-7,middleschool,it,0.8939859867095951,23,14.1986618041992,2,1,1,11,11,11,0,2,2,66,66,66,66.0,standard,none,67,80,20,medium,yes,1,medium,medium,67,7
1983,StudentPerf,male,16,D,50,65,39,39,under-7,middleschool,it,1.8307932615280198,18,10.6745080947876,3,2,0,11,11,11,0,2,2,66,66,66,66.0,standard,none,67,80,20,medium,yes,1,medium,medium,67,7
1984,StudentPerf,male,17,C,50,65,39,39,under-7,middleschool,it,2.46511745452881,6,2.8766894340515097,2,2,0,11,11,11,0,2,2,66,66,66,66.0,standard,none,67,80,20,medium,yes,1,medium,medium,67,7
1985,StudentPerf,female,17,C,50,65,39,39,under-7,middleschool,it,2.65052223205566,2,0.184831768274307,4,1,0,11,11,11,0,2,2,66,66,66,66.0,standard,none,67,80,20,medium,yes,1,medium,medium,67,7
1986,StudentPerf,female,17,B,50,65,39,39,under-7,middleschool,it,3.16196155548096,7,16.163141250610398,2,4,1,11,11,11,0,2,2,66,66,66,66.0,standard,none,67,80,20,medium,yes,1,medium,medium,67,7
1987,StudentPerf,female,18,C,50,65,39,39,under-7,middleschool,it,2.9057030677795397,0,3.5238881111145,1,2,0,11,11,11,0,2,2,66,66,66,66.0,standard,none,67,80,20,medium,yes,1,medium,medium,67,7
1988,StudentPerf,female,16,A,50,65,39,39,under-7,middleschool,it,3.73268461227417,0,12.1243324279785,1,1,1,11,11,11,0,2,2,66,66,66,66.0,standard,none,67,80,20,medium,yes,1,medium,medium,67,7
1989,StudentPerf,male,18,C,50,65,39,39,under-7,middleschool,it,2.1096863746643097,13,6.73843812942505,4,2,1,11,11,11,0,2,2,66,66,66,66.0,standard,none,67,80,20,medium,yes,1,medium,medium,67,7
1990,StudentPerf,female,18,C,50,65,39,39,under-7,middleschool,it,2.54663467407227,5,11.709718704223599,1,3,1,11,11,11,0,2,2,66,66,66,66.0,standard,none,67,80,20,medium,yes,1,medium,medium,67,7
1991,StudentPerf,male,17,C,50,65,39,39,under-7,middleschool,it,2.11560392379761,9,6.313072681426999,3,2,0,11,11,11,0,2,2,66,66,66,66.0,standard,none,67,80,20,medium,yes,1,medium,medium,67,7
1992,StudentPerf,female,17,D,50,65,39,39,under-7,middleschool,it,0.483789384365082,24,1.7387912273407,3,1,0,11,11,11,0,2,2,66,66,66,66.0,standard,none,67,80,20,medium,yes,1,medium,medium,67,7
1993,StudentPerf,female,15,D,50,65,39,39,under-7,middleschool,it,0.0,27,4.45900011062622,1,1,0,11,11,11,0,2,2,66,66,66,66.0,standard,none,67,80,20,medium,yes,1,medium,medium,67,7
1994,StudentPerf,male,15,D,50,65,39,39,under-7,middleschool,it,1.81115543842316,13,3.7611713409423797,0,2,0,11,11,11,0,2,2,66,66,66,66.0,standard,none,67,80,20,medium,yes,1,medium,medium,67,7
1995,StudentPerf,female,18,C,50,65,39,39,under-7,middleschool,it,2.67416262626648,3,8.56038665771484,2,2,0,11,11,11,0,2,2,66,66,66,66.0,standard,none,67,80,20,medium,yes,1,medium,medium,67,7
1996,StudentPerf,female,16,B,50,65,39,39,under-7,middleschool,it,3.1027455329895,5,13.1656761169434,1,3,1,11,11,11,0,2,2,66,66,66,66.0,standard,none,67,80,20,medium,yes,1,medium,medium,67,7
1997,StudentPerf,female,17,C,50,65,39,39,under-7,middleschool,it,2.43289637565613,15,5.27612161636353,2,4,1,11,11,11,0,2,2,66,66,66,66.0,standard,none,67,80,20,medium,yes,1,medium,medium,67,7
